id	album	filename	target	onedrive	target_size	od_size
3023	2011	20110922141756.jpg	/mnt/1tb/wppa-source/album-127/20110922141756.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2011 Originals/2011.07.26 - Rest from Android Phone/20110922141756.jpg"	182748	4322264
3045	2012	C360_2012-03-04-12-16-49.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-03-04-12-16-49.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-03-04-12-16-49.jpg"	356824	5686925
3046	2012	C360_2012-03-04-15-20-21.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-03-04-15-20-21.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-03-04-15-20-21.jpg"	628359	6901610
3047	2012	C360_2012-03-05-11-39-20.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-03-05-11-39-20.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-03-05-11-39-20.jpg"	626993	6162256
3048	2012	C360_2012-03-05-16-16-37.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-03-05-16-16-37.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-03-05-16-16-37.jpg"	855922	7821567
3049	2012	C360_2012-03-05-16-21-52.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-03-05-16-21-52.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-03-05-16-21-52.jpg"	585731	6713124
3050	2012	C360_2012-03-07-17-03-39.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-03-07-17-03-39.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-03-07-17-03-39.jpg"	397670	5793927
3051	2012	C360_2012-03-07-17-35-23.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-03-07-17-35-23.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-03-07-17-35-23.jpg"	361270	5592517
3052	2012	C360_2012-04-05-16-30-45.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-04-05-16-30-45.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-04-05-16-30-45.jpg"	300288	3751988
3053	2012	C360_2012-05-09-11-49-07.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-05-09-11-49-07.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-05-09-11-49-07.jpg"	663918	5464105
3054	2012	C360_2012-06-30-10-42-47.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-06-30-10-42-47.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-06-30-10-42-47.jpg"	1082193	7606621
3055	2012	C360_2012-07-03-20-15-33_org.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-07-03-20-15-33_org.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-07-03-20-15-33_org.jpg"	303544	3048838
3056	2012	C360_2012-07-07-15-09-14_org.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-07-07-15-09-14_org.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-07-07-15-09-14_org.jpg"	538948	4918603
3057	2012	C360_2012-07-14-14-44-11.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-07-14-14-44-11.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-07-14-14-44-11.jpg"	511229	5736186
3058	2012	C360_2012-07-16-15-35-10.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-07-16-15-35-10.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-07-16-15-35-10.jpg"	539981	5712713
3059	2012	C360_2012-07-17-14-58-52_org.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-07-17-14-58-52_org.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-07-17-14-58-52_org.jpg"	450111	4507851
3060	2012	C360_2012-07-21-15-12-35.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-07-21-15-12-35.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-07-21-15-12-35.jpg"	737192	6419256
3061	2012	C360_2012-08-13-11-55-19_org.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-08-13-11-55-19_org.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-08-13-11-55-19_org.jpg"	393731	4487565
3062	2012	C360_2012-08-13-19-07-27.jpg	/mnt/1tb/wppa-source/album-128/C360_2012-08-13-19-07-27.jpg	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2012-13 Originals/C360_2012-08-13-19-07-27.jpg"	436396	5325500
